Flyplass,ICAO,IATA,airline,flight_id,dom_int,schedule_time,arr_dep,airport,via_airport,gate,code,time,uniqueID,delayed,check_in,delayed_minutes
"Trondheim lufthavn, Værnes",ENVA,TRD,WF,WF717,D,2020-01-22T17:45:00Z,D,BNN,NA,26,D,2020-01-22T18:47:00Z,9071104,1,NA,62
"Trondheim lufthavn, Værnes",ENVA,TRD,DY,DY777,D,2020-01-22T18:30:00Z,D,OSL,NA,36,D,2020-01-22T18:18:00Z,9070032,1,NA,-12
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4196,D,2020-01-22T19:40:00Z,D,TRD,NA,B17,D,2020-01-22T19:35:00Z,9070503,1,NA,-5
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF595,D,2020-01-22T19:45:00Z,D,KRS,NA,D29,D,2020-01-22T19:44:00Z,9071052,1,NA,-1
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF112,D,2020-01-22T19:50:00Z,D,FRO,NA,C35,D,2020-01-22T19:46:00Z,9070778,1,NA,-4
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF429,D,2020-01-22T19:55:00Z,D,TRF,NA,B19,D,2020-01-22T19:50:00Z,9070938,1,NA,-5
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK2861,S,2020-01-23T04:00:00Z,D,CPH,NA,E27,D,2020-01-23T03:54:00Z,9073064,1,NA,-6
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK236,D,2020-01-23T04:05:00Z,D,OSL,NA,B16,D,2020-01-23T03:59:00Z,9073031,1,NA,-6
"Bergen lufthavn, Flesland",ENBR,BGO,KL,KL1184,S,2020-01-23T04:10:00Z,D,AMS,NA,E28,D,2020-01-23T04:25:00Z,8932746,1,NA,15
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY601,D,2020-01-23T04:35:00Z,D,OSL,NA,D29,D,2020-01-23T04:23:00Z,9072680,1,NA,-12
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4142,D,2020-01-23T04:55:00Z,D,TRD,NA,D31,D,2020-01-23T04:52:00Z,9073208,1,NA,-3
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4131,D,2020-01-23T05:00:00Z,D,SVG,NA,B20,D,2020-01-23T04:54:00Z,9069160,1,NA,-6
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY122,D,2020-01-23T05:00:00Z,D,SVG,NA,B14,D,2020-01-23T04:53:00Z,9072450,1,NA,-7
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY164,D,2020-01-23T05:00:00Z,D,TRD,NA,B17,D,2020-01-23T04:59:00Z,9072484,1,NA,-1
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK238,D,2020-01-23T05:00:00Z,D,OSL,NA,D32,D,2020-01-23T04:57:00Z,9073033,1,NA,-3
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK244,D,2020-01-23T05:25:00Z,D,OSL,NA,B19,D,2020-01-23T05:20:00Z,9073035,1,NA,-5
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY605,D,2020-01-23T05:30:00Z,D,OSL,NA,B16,D,2020-01-23T05:24:00Z,9072686,1,NA,-6
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4144,D,2020-01-23T05:40:00Z,D,TRD,AES,B15,D,2020-01-23T05:36:00Z,9052672,1,NA,-4
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF583,D,2020-01-23T05:40:00Z,D,KRS,NA,B13,D,2020-01-23T05:37:00Z,9073769,1,NA,-3
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF562,D,2020-01-23T05:40:00Z,D,KSU,NA,D32,D,2020-01-23T05:31:00Z,9073751,1,NA,-9
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF405,D,2020-01-23T05:40:00Z,D,TRF,NA,D29,D,2020-01-23T05:34:00Z,9073653,1,NA,-6
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF102,D,2020-01-23T05:40:00Z,D,FDE,FRO,C35,D,2020-01-23T05:39:00Z,9073487,1,NA,-1
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4137,D,2020-01-23T05:45:00Z,D,SVG,NA,D31,D,2020-01-23T05:41:00Z,9073202,1,NA,-4
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF622,D,2020-01-23T05:55:00Z,D,TOS,NA,B20,D,2020-01-23T05:52:00Z,9073799,1,NA,-3
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY607,D,2020-01-23T06:00:00Z,D,OSL,NA,B18,D,2020-01-23T05:48:00Z,9072690,1,NA,-12
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK246,D,2020-01-23T06:00:00Z,D,OSL,NA,B17,D,2020-01-23T05:50:00Z,9073037,1,NA,-10
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4139,D,2020-01-23T06:20:00Z,D,SVG,NA,B16,D,2020-01-23T06:10:00Z,9073206,1,NA,-10
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF392,I,2020-01-23T06:25:00Z,D,ABZ,NA,F23,D,2020-01-23T06:26:00Z,9073645,1,NA,1
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY609,D,2020-01-23T06:30:00Z,D,OSL,NA,B19,D,2020-01-23T06:25:00Z,9072694,1,NA,-5
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF144,D,2020-01-23T06:50:00Z,D,HOV,SOG,B15,D,2020-01-23T06:41:00Z,9073543,1,NA,-9
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4154,D,2020-01-23T07:05:00Z,D,TRD,NA,B16,D,2020-01-23T07:01:00Z,9069164,1,NA,-4
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY1314,I,2020-01-23T07:15:00Z,D,LGW,NA,F24,D,2020-01-23T07:05:00Z,9072456,1,NA,-10
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY611,D,2020-01-23T07:20:00Z,D,OSL,NA,B19,D,2020-01-23T08:36:00Z,9072696,1,NA,76
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK252,D,2020-01-23T07:20:00Z,D,OSL,NA,B17,D,2020-01-23T07:13:00Z,9004890,1,NA,-7
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4143,D,2020-01-23T07:55:00Z,D,SVG,NA,B18,D,2020-01-23T07:49:00Z,9073212,1,NA,-6
"Bergen lufthavn, Flesland",ENBR,BGO,KL,KL1188,S,2020-01-23T08:00:00Z,D,AMS,NA,E28,D,2020-01-23T08:44:00Z,9072848,1,NA,44
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK2865,S,2020-01-23T08:10:00Z,D,CPH,NA,E27,D,2020-01-23T08:14:00Z,9073066,1,NA,4
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK260,D,2020-01-23T08:35:00Z,D,OSL,NA,B16,D,2020-01-23T08:28:00Z,9073046,1,NA,-7
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY1028,S,2020-01-23T08:40:00Z,D,KRK,NA,E29,D,2020-01-23T08:38:00Z,9072422,1,NA,-2
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF104,D,2020-01-23T08:50:00Z,D,FRO,NA,B17,D,2020-01-23T08:45:00Z,9073495,1,NA,-5
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF208,S,2020-01-23T08:50:00Z,D,HAM,NA,E26,D,2020-01-23T08:55:00Z,9073619,1,NA,5
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF568,D,2020-01-23T08:55:00Z,D,KSU,NA,B18,D,2020-01-23T08:59:00Z,9073755,1,NA,4
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF543,D,2020-01-23T09:05:00Z,D,SVG,NA,D32,D,2020-01-23T09:07:00Z,9073735,1,NA,2
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF514,D,2020-01-23T09:25:00Z,D,MOL,NA,B19,D,2020-01-23T09:18:00Z,9073723,1,NA,-7
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF411,D,2020-01-23T09:50:00Z,D,TRF,NA,B17,D,2020-01-23T09:50:00Z,9073657,1,NA,0
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF587,D,2020-01-23T09:55:00Z,D,KRS,NA,B15,D,2020-01-23T09:54:00Z,9073773,1,NA,-1
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY617,D,2020-01-23T10:00:00Z,D,OSL,NA,B18,D,2020-01-23T09:45:00Z,9072702,1,NA,-15
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK262,D,2020-01-23T10:05:00Z,D,OSL,NA,B16,D,2020-01-23T10:10:00Z,9103625,1,NA,5
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF106,D,2020-01-23T11:25:00Z,D,FRO,NA,B17,D,2020-01-23T11:30:00Z,9073499,1,NA,5
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY623,D,2020-01-23T11:30:00Z,D,OSL,NA,B18,D,2020-01-23T11:35:00Z,9072710,1,NA,5
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4159,D,2020-01-23T11:35:00Z,D,SVG,NA,B19,D,2020-01-23T11:35:00Z,9073218,1,NA,0
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF570,D,2020-01-23T12:10:00Z,D,KSU,NA,B16,D,2020-01-23T12:11:00Z,9073759,1,NA,1
"Bergen lufthavn, Flesland",ENBR,BGO,KL,KL1186,S,2020-01-23T12:10:00Z,D,AMS,NA,E28,D,2020-01-23T12:19:00Z,9072846,1,NA,9
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF589,D,2020-01-23T12:30:00Z,D,KRS,NA,B18,D,2020-01-23T12:32:00Z,9073777,1,NA,2
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF415,D,2020-01-23T12:30:00Z,D,TRF,NA,B17,D,2020-01-23T12:29:00Z,9073661,1,NA,-1
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF342,S,2020-01-23T12:30:00Z,D,GOT,NA,E26,D,2020-01-23T12:34:00Z,9073639,1,NA,4
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF505,D,2020-01-23T12:35:00Z,D,HAU,NA,B15,D,2020-01-23T12:34:00Z,9073713,1,NA,-1
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4167,D,2020-01-23T12:40:00Z,D,SVG,NA,B20,D,2020-01-23T12:36:00Z,9073226,1,NA,-4
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK272,D,2020-01-23T12:55:00Z,D,OSL,NA,B16,D,2020-01-23T12:56:00Z,9073052,1,NA,1
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY625,D,2020-01-23T13:00:00Z,D,OSL,NA,B19,D,2020-01-23T12:51:00Z,9072714,1,NA,-9
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF545,D,2020-01-23T13:35:00Z,D,SVG,NA,D29,D,2020-01-23T13:37:00Z,9073739,1,NA,2
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4172,D,2020-01-23T13:40:00Z,D,TRD,NA,B20,D,2020-01-23T13:33:00Z,9073232,1,NA,-7
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4163,D,2020-01-23T13:40:00Z,D,SVG,NA,B17,D,2020-01-23T13:41:00Z,9073222,1,NA,1
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY132,D,2020-01-23T13:50:00Z,D,SVG,NA,B19,D,2020-01-23T13:42:00Z,9072460,1,NA,-8
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK274,D,2020-01-23T14:00:00Z,D,OSL,NA,B16,D,2020-01-23T14:11:00Z,9065619,1,NA,11
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK2873,S,2020-01-23T14:05:00Z,D,CPH,NA,E27,D,2020-01-23T14:05:00Z,9073071,1,NA,0
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY631,D,2020-01-23T14:20:00Z,D,OSL,NA,B18,D,2020-01-23T14:08:00Z,9072718,1,NA,-12
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF108,D,2020-01-23T14:25:00Z,D,FRO,NA,B15,D,2020-01-23T14:08:00Z,9073503,1,NA,-17
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4146,D,2020-01-23T14:45:00Z,D,TRD,AES,B17,D,2020-01-23T14:38:00Z,9052680,1,NA,-7
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4169,D,2020-01-23T14:45:00Z,D,SVG,NA,B16,D,2020-01-23T14:40:00Z,9073228,1,NA,-5
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY633,D,2020-01-23T15:00:00Z,D,OSL,NA,B19,D,2020-01-23T14:58:00Z,9072722,1,NA,-2
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF591,D,2020-01-23T15:05:00Z,D,KRS,NA,B18,D,2020-01-23T15:05:00Z,9073779,1,NA,0
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF516,D,2020-01-23T15:05:00Z,D,MOL,NA,B20,D,2020-01-23T15:07:00Z,9073727,1,NA,2
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF421,D,2020-01-23T15:10:00Z,D,TRF,NA,B15,D,2020-01-23T15:12:00Z,9073665,1,NA,2
"Bergen lufthavn, Flesland",ENBR,BGO,KL,KL1190,S,2020-01-23T15:25:00Z,D,AMS,NA,E28,D,2020-01-23T15:24:00Z,9072850,1,NA,-1
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK280,D,2020-01-23T15:30:00Z,D,OSL,NA,B16,D,2020-01-23T15:47:26Z,9073058,1,NA,17.433333333333334
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY170,D,2020-01-23T15:35:00Z,D,TRD,NA,B19,D,2020-01-23T15:34:00Z,9072490,1,NA,-1
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF626,D,2020-01-23T15:40:00Z,D,TOS,NA,D29,D,2020-01-23T15:56:00Z,9073801,1,NA,16
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY635,D,2020-01-23T15:40:00Z,D,OSL,NA,B17,D,2020-01-23T15:38:00Z,9072724,1,NA,-2
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4184,D,2020-01-23T15:45:00Z,D,TRD,NA,B20,D,2020-01-23T15:52:00Z,9073242,1,NA,7
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4175,D,2020-01-23T15:50:00Z,D,SVG,NA,B18,D,2020-01-23T16:03:00Z,9073236,1,NA,13
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF398,I,2020-01-23T15:55:00Z,D,ABZ,NA,F23,D,2020-01-23T16:00:00Z,9073647,1,NA,5
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY138,D,2020-01-23T16:00:00Z,D,SVG,NA,B15,D,2020-01-23T15:52:00Z,9072470,1,NA,-8
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF576,D,2020-01-23T16:00:00Z,D,KSU,NA,D32,D,2020-01-23T16:08:00Z,9073763,1,NA,8
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK284,D,2020-01-23T16:20:00Z,D,OSL,NA,B16,D,2020-01-23T16:21:00Z,9073062,1,NA,1
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY641,D,2020-01-23T16:25:00Z,D,OSL,NA,B19,D,2020-01-23T16:24:00Z,9072728,1,NA,-1
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK2869,S,2020-01-23T16:50:00Z,D,CPH,NA,E27,D,2020-01-23T16:51:00Z,9073068,1,NA,1
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4185,D,2020-01-23T16:50:00Z,D,SVG,NA,B17,D,2020-01-23T16:39:00Z,9073244,1,NA,-11
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK286,D,2020-01-23T17:05:00Z,D,OSL,NA,B16,D,2020-01-23T17:18:00Z,9103669,1,NA,13
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY1318,I,2020-01-23T17:10:00Z,D,LGW,NA,F24,D,2020-01-23T17:13:00Z,9072458,1,NA,3
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY645,D,2020-01-23T17:40:00Z,D,OSL,NA,B18,D,2020-01-23T17:33:00Z,9072730,1,NA,-7
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF547,D,2020-01-23T17:45:00Z,D,SVG,NA,B15,D,2020-01-23T17:57:00Z,9073741,1,NA,12
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF178,D,2020-01-23T17:45:00Z,D,OSL,HOV,B14,D,2020-01-23T18:05:00Z,9073589,1,NA,20
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF458,D,2020-01-23T17:45:00Z,D,AES,NA,B19,D,2020-01-23T17:44:00Z,9073689,1,NA,-1
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF618,D,2020-01-23T17:50:00Z,D,TOS,BOO,B17,D,2020-01-23T18:08:00Z,9073795,1,NA,18
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF427,D,2020-01-23T17:55:00Z,D,TRF,NA,B20,D,2020-01-23T17:57:00Z,9073669,1,NA,2
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF110,D,2020-01-23T17:55:00Z,D,FRO,NA,D32,D,2020-01-23T17:54:00Z,9073507,1,NA,-1
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF198,D,2020-01-23T17:55:00Z,D,OSL,FDE,D29,D,2020-01-23T18:09:00Z,9073613,1,NA,14
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF156,D,2020-01-23T18:10:00Z,D,OSL,SOG,C35,D,2020-01-23T18:12:00Z,9073563,1,NA,2
Oslo lufthavn,ENGM,OSL,SK,SK1475,S,2020-01-22T18:55:00Z,D,CPH,NA,D11,D,2020-01-22T19:00:00Z,9070212,1,6 8,5
Oslo lufthavn,ENGM,OSL,DY,DY638,D,2020-01-22T19:00:00Z,D,BGO,NA,A21,D,2020-01-22T18:53:00Z,9069972,1,3,-7
Oslo lufthavn,ENGM,OSL,SK,SK1488,S,2020-01-22T19:30:00Z,D,ARN,NA,D3,D,2020-01-22T19:19:00Z,9070216,1,6 8,-11
Oslo lufthavn,ENGM,OSL,SK,SK382,D,2020-01-22T19:45:00Z,D,TRD,NA,A4,D,2020-01-22T19:39:00Z,9096341,1,6 8,-6
Oslo lufthavn,ENGM,OSL,SK,SK295,D,2020-01-22T19:45:00Z,D,BGO,NA,A16,D,2020-01-22T19:41:00Z,9070313,1,6 8,-4
Oslo lufthavn,ENGM,OSL,SK,SK2309,D,2020-01-22T19:55:00Z,D,KSU,NA,C9,D,2020-01-22T19:52:00Z,9070263,1,6 8,-3
Oslo lufthavn,ENGM,OSL,SK,SK4051,D,2020-01-22T19:55:00Z,D,SVG,NA,C4,D,2020-01-22T19:53:00Z,9052738,1,6 8,-2
Oslo lufthavn,ENGM,OSL,DY,DY776,D,2020-01-22T20:00:00Z,D,TRD,NA,A12,D,2020-01-22T19:48:00Z,9070030,1,3,-12
Oslo lufthavn,ENGM,OSL,WF,WF139,D,2020-01-22T20:20:00Z,D,FRO,NA,A23,D,2020-01-22T20:10:00Z,9070794,1,6 8,-10
Oslo lufthavn,ENGM,OSL,WF,WF199,D,2020-01-22T20:20:00Z,D,FDE,NA,A26,D,2020-01-22T20:28:00Z,9070884,1,6 8,8
Oslo lufthavn,ENGM,OSL,WF,WF179,D,2020-01-22T20:20:00Z,D,HOV,NA,A27,D,2020-01-22T20:20:00Z,9070860,1,6 8,0
Oslo lufthavn,ENGM,OSL,DY,DY1932,I,2020-01-22T21:00:00Z,D,DXB,NA,F14,D,2020-01-22T20:57:00Z,9099322,1,3,-3
Oslo lufthavn,ENGM,OSL,SK,SK1461,S,2020-01-23T04:05:00Z,D,CPH,NA,D3,D,2020-01-23T04:26:00Z,9072958,1,6 8,21
Oslo lufthavn,ENGM,OSL,KL,KL1140,S,2020-01-23T04:30:00Z,D,AMS,NA,E9,D,2020-01-23T04:38:00Z,9072834,1,8,8
Oslo lufthavn,ENGM,OSL,SK,SK844,S,2020-01-23T04:45:00Z,D,ARN,NA,D7,D,2020-01-23T04:38:00Z,9068846,1,6 8,-7
Oslo lufthavn,ENGM,OSL,DY,DY802,S,2020-01-23T04:50:00Z,D,ARN,NA,E11,D,2020-01-23T04:44:00Z,9072789,1,3,-6
Oslo lufthavn,ENGM,OSL,SK,SK330,D,2020-01-23T04:55:00Z,D,TRD,NA,C6,D,2020-01-23T04:52:00Z,9073090,1,6 8,-3
Oslo lufthavn,ENGM,OSL,DY,DY522,D,2020-01-23T05:00:00Z,D,SVG,NA,C2,D,2020-01-23T05:00:00Z,9072638,1,3,0
Oslo lufthavn,ENGM,OSL,DY,DY740,D,2020-01-23T05:00:00Z,D,TRD,NA,A14,D,2020-01-23T04:49:00Z,9072735,1,3,-11
Oslo lufthavn,ENGM,OSL,DY,DY1802,S,2020-01-23T05:00:00Z,D,AGP,NA,D8,D,2020-01-23T05:04:00Z,9072496,1,3,4
Oslo lufthavn,ENGM,OSL,DY,DY602,D,2020-01-23T05:00:00Z,D,BGO,NA,A21,D,2020-01-23T04:53:00Z,9072682,1,3,-7
Oslo lufthavn,ENGM,OSL,SK,SK1463,S,2020-01-23T05:10:00Z,D,CPH,NA,D5,D,2020-01-23T05:07:00Z,9072960,1,6 8,-3
Oslo lufthavn,ENGM,OSL,DY,DY932,S,2020-01-23T05:30:00Z,D,CPH,NA,D4,D,2020-01-23T05:26:00Z,9072801,1,3,-4
Oslo lufthavn,ENGM,OSL,DY,DY804,S,2020-01-23T05:30:00Z,D,ARN,NA,D3,D,2020-01-23T05:25:00Z,9072791,1,3,-5
Oslo lufthavn,ENGM,OSL,DY,DY1102,S,2020-01-23T05:35:00Z,D,SXF,NA,E8,D,2020-01-23T05:32:00Z,9072438,1,3,-3
Oslo lufthavn,ENGM,OSL,SK,SK4009,D,2020-01-23T05:35:00Z,D,SVG,NA,A19,D,2020-01-23T05:30:00Z,9073144,1,6 8,-5
Oslo lufthavn,ENGM,OSL,SK,SK205,D,2020-01-23T05:40:00Z,D,KRS,NA,C1,D,2020-01-23T05:35:00Z,9072995,1,6 8,-5
Oslo lufthavn,ENGM,OSL,SK,SK482,S,2020-01-23T05:40:00Z,D,ARN,NA,D9,D,2020-01-23T06:04:00Z,9073359,1,6 8,24
Oslo lufthavn,ENGM,OSL,DY,DY1086,S,2020-01-23T05:45:00Z,D,PLQ,NA,D11,D,2020-01-23T06:04:00Z,9072436,1,3,19
Oslo lufthavn,ENGM,OSL,DY,DY402,D,2020-01-23T05:45:00Z,D,AES,NA,B3,D,2020-01-23T05:35:00Z,9072606,1,3,-10
Oslo lufthavn,ENGM,OSL,SK,SK803,I,2020-01-23T05:45:00Z,D,LHR,NA,F13,D,2020-01-23T05:48:00Z,9073374,1,6 8,3
Oslo lufthavn,ENGM,OSL,WF,WF183,D,2020-01-23T05:50:00Z,D,FDE,NA,A23,D,2020-01-23T05:47:00Z,9073597,1,6 8,-3
Oslo lufthavn,ENGM,OSL,WF,WF123,D,2020-01-23T05:55:00Z,D,FRO,NA,A27,D,2020-01-23T05:48:00Z,9073515,1,6 8,-7
Oslo lufthavn,ENGM,OSL,SK,SK2301,D,2020-01-23T05:55:00Z,D,KSU,NA,A8,D,2020-01-23T05:46:00Z,9073019,1,6 8,-9
Oslo lufthavn,ENGM,OSL,SK,SK451,S,2020-01-23T05:55:00Z,D,CPH,NA,D7,D,2020-01-23T05:46:00Z,9073300,1,6 8,-9
Oslo lufthavn,ENGM,OSL,DY,DY524,D,2020-01-23T06:00:00Z,D,SVG,NA,A21,D,2020-01-23T05:49:00Z,9072642,1,3,-11
Oslo lufthavn,ENGM,OSL,WF,WF163,D,2020-01-23T06:00:00Z,D,HOV,NA,A22,D,2020-01-23T05:57:00Z,9073573,1,6 8,-3
Oslo lufthavn,ENGM,OSL,DY,DY742,D,2020-01-23T06:00:00Z,D,TRD,NA,B4,D,2020-01-23T05:59:00Z,9072739,1,3,-1
Oslo lufthavn,ENGM,OSL,SK,SK251,D,2020-01-23T06:00:00Z,D,BGO,NA,A6,D,2020-01-23T05:56:00Z,9004888,1,6 8,-4
Oslo lufthavn,ENGM,OSL,SK,SK821,S,2020-01-23T06:05:00Z,D,AMS,NA,E7,D,2020-01-23T07:39:00Z,9073383,1,6 8,94
Oslo lufthavn,ENGM,OSL,SK,SK332,D,2020-01-23T06:05:00Z,D,TRD,NA,A15,D,2020-01-23T06:02:00Z,9073092,1,6 8,-3
Oslo lufthavn,ENGM,OSL,SK,SK4406,D,2020-01-23T06:05:00Z,D,TOS,NA,A4,D,2020-01-23T06:04:00Z,9015790,1,6 8,-1
Oslo lufthavn,ENGM,OSL,SK,SK1925,S,2020-01-23T06:10:00Z,D,AAR,NA,E4,D,2020-01-23T06:38:00Z,9072992,1,6 8,28
Oslo lufthavn,ENGM,OSL,SK,SK308,D,2020-01-23T06:15:00Z,D,HAU,NA,A14,D,2020-01-23T06:14:00Z,9073076,1,6 8,-1
Oslo lufthavn,ENGM,OSL,SK,SK4743,S,2020-01-23T06:15:00Z,D,BRU,NA,D6,D,2020-01-23T06:24:00Z,9073354,1,6 8,9
Oslo lufthavn,ENGM,OSL,SK,SK1314,D,2020-01-23T06:15:00Z,D,AES,NA,B1,D,2020-01-23T06:12:00Z,9072941,1,6 8,-3
Oslo lufthavn,ENGM,OSL,DY,DY422,D,2020-01-23T06:20:00Z,D,MOL,NA,A20,D,2020-01-23T06:11:00Z,9072626,1,3,-9
Oslo lufthavn,ENGM,OSL,SK,SK4011,D,2020-01-23T06:25:00Z,D,SVG,NA,A2,D,2020-01-23T06:28:00Z,9073146,1,6 8,3
Oslo lufthavn,ENGM,OSL,WF,WF143,D,2020-01-23T06:25:00Z,D,OSL,"SOG,SDN",A26,D,2020-01-23T06:20:00Z,9073537,1,6 8,-5
Oslo lufthavn,ENGM,OSL,DY,DY340,D,2020-01-23T06:30:00Z,D,BOO,NA,C4,D,2020-01-23T06:24:00Z,9072556,1,3,-6
Oslo lufthavn,ENGM,OSL,DY,DY370,D,2020-01-23T06:30:00Z,D,TOS,NA,B8,D,2020-01-23T06:36:00Z,9072588,1,3,6
Oslo lufthavn,ENGM,OSL,WF,WF326,S,2020-01-23T06:30:00Z,D,GOT,NA,E7,D,2020-01-23T06:37:00Z,9073634,1,6 8,7
Oslo lufthavn,ENGM,OSL,DY,DY4104,S,2020-01-23T06:30:00Z,D,ARN,NA,E2,D,2020-01-23T06:47:00Z,9072613,1,3,17
Oslo lufthavn,ENGM,OSL,DY,DY182,D,2020-01-23T06:30:00Z,D,HAU,NA,B7,D,2020-01-23T06:25:00Z,9072502,1,3,-5
Oslo lufthavn,ENGM,OSL,SK,SK4104,D,2020-01-23T06:35:00Z,D,BOO,NA,A10,D,2020-01-23T06:33:00Z,9073180,1,6 8,-2
Oslo lufthavn,ENGM,OSL,DY,DY270,D,2020-01-23T06:35:00Z,D,KRS,NA,B5,D,2020-01-23T06:30:00Z,9072516,1,3,-5
Oslo lufthavn,ENGM,OSL,SK,SK4082,D,2020-01-23T06:35:00Z,D,EVE,NA,B3,D,2020-01-23T06:32:00Z,9073176,1,6 8,-3
Oslo lufthavn,ENGM,OSL,SK,SK1901,S,2020-01-23T06:40:00Z,D,BLL,NA,E6,D,2020-01-23T06:36:00Z,9072983,1,6 8,-4
Oslo lufthavn,ENGM,OSL,DY,DY1494,S,2020-01-23T06:40:00Z,D,CDG,NA,D5,D,2020-01-23T06:40:00Z,9072474,1,3,0
