Flyplass,ICAO,IATA,airline,flight_id,dom_int,schedule_time,arr_dep,airport,via_airport,gate,code,time,uniqueID,delayed,check_in,delayed_minutes
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF576,D,2020-01-19T20:30:00Z,D,KSU,NA,C35,D,2020-01-19T20:45:00Z,9061351,1,NA,15
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF599,D,2020-01-19T20:40:00Z,D,KRS,NA,B13,D,2020-01-19T20:42:00Z,9061373,1,NA,2
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY176,D,2020-01-19T20:45:00Z,D,TRD,NA,B20,D,2020-01-19T20:57:00Z,9060347,1,NA,12
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK2861,S,2020-01-20T04:00:00Z,D,CPH,NA,E27,D,2020-01-20T04:11:00Z,9063217,1,NA,11
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK236,D,2020-01-20T04:05:00Z,D,OSL,NA,B16,D,2020-01-20T03:55:00Z,9063170,1,NA,-10
"Bergen lufthavn, Flesland",ENBR,BGO,KL,KL1184,S,2020-01-20T04:10:00Z,D,AMS,NA,E28,D,2020-01-20T04:12:00Z,8932756,1,NA,2
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4142,D,2020-01-20T04:55:00Z,D,TRD,NA,B15,D,2020-01-20T04:51:00Z,9063383,1,NA,-4
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY164,D,2020-01-20T05:00:00Z,D,TRD,NA,B14,D,2020-01-20T04:51:00Z,9062635,1,NA,-9
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4131,D,2020-01-20T05:00:00Z,D,SVG,NA,D32,D,2020-01-20T04:56:00Z,9063373,1,NA,-4
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY122,D,2020-01-20T05:00:00Z,D,SVG,NA,B20,D,2020-01-20T04:45:00Z,9062595,1,NA,-15
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK238,D,2020-01-20T05:00:00Z,D,OSL,NA,B17,D,2020-01-20T04:55:00Z,9063172,1,NA,-5
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK244,D,2020-01-20T05:25:00Z,D,OSL,NA,D29,D,2020-01-20T05:20:00Z,8997246,1,NA,-5
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY605,D,2020-01-20T05:30:00Z,D,OSL,NA,B19,D,2020-01-20T05:26:00Z,9062843,1,NA,-4
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF102,D,2020-01-20T05:40:00Z,D,FDE,FRO,B13,D,2020-01-20T05:40:00Z,9063697,1,NA,0
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF512,D,2020-01-20T05:40:00Z,D,MOL,NA,D32,D,2020-01-20T05:47:00Z,9063931,1,NA,7
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4144,D,2020-01-20T05:40:00Z,D,TRD,AES,B17,D,2020-01-20T05:41:00Z,9082943,1,NA,1
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF583,D,2020-01-20T05:40:00Z,D,KRS,NA,B18,D,2020-01-20T05:38:00Z,9063979,1,NA,-2
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF562,D,2020-01-20T05:40:00Z,D,KSU,NA,C35,D,2020-01-20T05:41:00Z,9063961,1,NA,1
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF405,D,2020-01-20T05:40:00Z,D,TRF,NA,B15,D,2020-01-20T05:41:00Z,9063869,1,NA,1
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4137,D,2020-01-20T05:45:00Z,D,SVG,NA,B16,D,2020-01-20T05:44:00Z,9063377,1,NA,-1
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF622,D,2020-01-20T05:55:00Z,D,TOS,NA,B14,D,2020-01-20T05:56:00Z,9064013,1,NA,1
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY607,D,2020-01-20T06:00:00Z,D,OSL,NA,D31,D,2020-01-20T06:01:00Z,9062847,1,NA,1
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK246,D,2020-01-20T06:00:00Z,D,OSL,NA,B19,D,2020-01-20T06:02:00Z,9063174,1,NA,2
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4139,D,2020-01-20T06:20:00Z,D,SVG,NA,D29,D,2020-01-20T06:11:00Z,9063381,1,NA,-9
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK248,D,2020-01-20T06:25:00Z,D,OSL,NA,B17,D,2020-01-20T06:39:00Z,9063179,1,NA,14
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF392,I,2020-01-20T06:25:00Z,D,ABZ,NA,F23,D,2020-01-20T06:43:00Z,9063861,1,NA,18
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY609,D,2020-01-20T06:30:00Z,D,OSL,NA,B18,D,2020-01-20T06:29:00Z,9062851,1,NA,-1
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF144,D,2020-01-20T06:50:00Z,D,HOV,SOG,B16,D,2020-01-20T07:00:00Z,9063753,1,NA,10
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4154,D,2020-01-20T07:05:00Z,D,TRD,NA,B15,D,2020-01-20T07:13:00Z,9063393,1,NA,8
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY1314,I,2020-01-20T07:15:00Z,D,LGW,NA,F24,D,2020-01-20T07:16:00Z,9062601,1,NA,1
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK252,D,2020-01-20T07:20:00Z,D,OSL,NA,B17,D,2020-01-20T07:22:00Z,9063185,1,NA,2
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY611,D,2020-01-20T07:20:00Z,D,OSL,NA,B19,D,2020-01-20T07:39:00Z,9062853,1,NA,19
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4143,D,2020-01-20T07:55:00Z,D,SVG,NA,B16,D,2020-01-20T07:56:00Z,9063387,1,NA,1
"Bergen lufthavn, Flesland",ENBR,BGO,KL,KL1188,S,2020-01-20T08:00:00Z,D,AMS,NA,E28,D,2020-01-20T08:04:00Z,9062996,1,NA,4
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK2865,S,2020-01-20T08:10:00Z,D,CPH,NA,E27,D,2020-01-20T08:10:00Z,9063219,1,NA,0
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK260,D,2020-01-20T08:35:00Z,D,OSL,NA,B17,D,2020-01-20T08:33:00Z,9063191,1,NA,-2
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK898,S,2020-01-20T08:40:00Z,D,ARN,NA,E31,D,2020-01-20T08:35:00Z,9063585,1,NA,-5
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF104,D,2020-01-20T08:50:00Z,D,FRO,NA,B19,D,2020-01-20T09:05:00Z,9063705,1,NA,15
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY1344,I,2020-01-20T08:50:00Z,D,MAN,NA,F24,D,2020-01-20T08:43:00Z,9062613,1,NA,-7
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF380,I,2020-01-20T08:50:00Z,D,LPL,NA,F23,D,2020-01-20T08:50:00Z,9063859,1,NA,0
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF282,S,2020-01-20T08:50:00Z,D,BLL,NA,E32,D,2020-01-20T08:50:00Z,9063837,1,NA,0
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF568,D,2020-01-20T08:55:00Z,D,KSU,NA,B16,D,2020-01-20T08:57:00Z,9063965,1,NA,2
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF543,D,2020-01-20T09:05:00Z,D,SVG,NA,B15,D,2020-01-20T09:05:00Z,9063943,1,NA,0
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF411,D,2020-01-20T09:50:00Z,D,TRF,NA,B15,D,2020-01-20T10:05:00Z,9063873,1,NA,15
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF587,D,2020-01-20T09:50:00Z,D,KRS,NA,B18,D,2020-01-20T09:55:00Z,9063983,1,NA,5
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY617,D,2020-01-20T10:00:00Z,D,OSL,NA,B20,D,2020-01-20T09:49:00Z,9062857,1,NA,-11
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK262,D,2020-01-20T10:05:00Z,D,OSL,NA,B17,D,2020-01-20T09:55:00Z,9063193,1,NA,-10
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4164,D,2020-01-20T10:15:00Z,D,TRD,NA,B16,D,2020-01-20T10:17:00Z,9063407,1,NA,2
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF218,S,2020-01-20T11:10:00Z,D,MUC,NA,E29,D,2020-01-20T11:47:00Z,9063829,1,NA,37
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF106,D,2020-01-20T11:25:00Z,D,FRO,NA,B15,D,2020-01-20T11:31:00Z,9063709,1,NA,6
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4159,D,2020-01-20T11:35:00Z,D,SVG,NA,B17,D,2020-01-20T11:32:00Z,9063399,1,NA,-3
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF570,D,2020-01-20T12:10:00Z,D,KSU,NA,B16,D,2020-01-20T12:05:00Z,9063969,1,NA,-5
"Bergen lufthavn, Flesland",ENBR,BGO,KL,KL1186,S,2020-01-20T12:10:00Z,D,AMS,NA,E28,D,2020-01-20T12:09:00Z,9062994,1,NA,-1
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF589,D,2020-01-20T12:30:00Z,D,KRS,NA,B17,D,2020-01-20T12:49:00Z,9063987,1,NA,19
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF415,D,2020-01-20T12:30:00Z,D,TRF,NA,B20,D,2020-01-20T12:31:00Z,9063877,1,NA,1
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF626,D,2020-01-20T12:35:00Z,D,TOS,NA,B19,D,2020-01-20T12:37:00Z,9064017,1,NA,2
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF505,D,2020-01-20T12:35:00Z,D,HAU,NA,B15,D,2020-01-20T12:43:00Z,9063925,1,NA,8
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY1830,S,2020-01-20T12:50:00Z,D,RMU,NA,E31,D,2020-01-20T12:55:00Z,9096223,1,NA,5
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK272,D,2020-01-20T12:55:00Z,D,OSL,NA,B18,D,2020-01-20T12:46:00Z,9063201,1,NA,-9
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY625,D,2020-01-20T13:00:00Z,D,OSL,NA,B14,D,2020-01-20T12:51:00Z,9062867,1,NA,-9
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF545,D,2020-01-20T13:35:00Z,D,SVG,NA,B13,D,2020-01-20T13:35:00Z,9063947,1,NA,0
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4172,D,2020-01-20T13:40:00Z,D,TRD,NA,B15,D,2020-01-20T13:31:00Z,9063413,1,NA,-9
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4163,D,2020-01-20T13:50:00Z,D,SVG,NA,B17,D,2020-01-20T13:43:00Z,9063403,1,NA,-7
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY132,D,2020-01-20T13:50:00Z,D,SVG,NA,B18,D,2020-01-20T13:48:00Z,9062605,1,NA,-2
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK274,D,2020-01-20T14:00:00Z,D,OSL,NA,B16,D,2020-01-20T14:01:00Z,9063203,1,NA,1
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK2873,S,2020-01-20T14:05:00Z,D,CPH,NA,E27,D,2020-01-20T14:05:00Z,9063226,1,NA,0
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY631,D,2020-01-20T14:20:00Z,D,OSL,NA,B20,D,2020-01-20T14:09:00Z,9062871,1,NA,-11
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF108,D,2020-01-20T14:25:00Z,D,FRO,NA,D31,D,2020-01-20T14:38:00Z,9063713,1,NA,13
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4146,D,2020-01-20T14:45:00Z,D,TRD,AES,B17,D,2020-01-20T14:42:00Z,9082951,1,NA,-3
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4169,D,2020-01-20T14:45:00Z,D,SVG,NA,B19,D,2020-01-20T14:41:00Z,9063409,1,NA,-4
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY633,D,2020-01-20T15:00:00Z,D,OSL,NA,B18,D,2020-01-20T14:54:00Z,9062875,1,NA,-6
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF591,D,2020-01-20T15:05:00Z,D,KRS,NA,B20,D,2020-01-20T15:20:00Z,9063989,1,NA,15
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF516,D,2020-01-20T15:05:00Z,D,MOL,NA,D31,D,2020-01-20T15:05:00Z,9063935,1,NA,0
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF421,D,2020-01-20T15:10:00Z,D,TRF,NA,B15,D,2020-01-20T15:12:00Z,9063881,1,NA,2
"Bergen lufthavn, Flesland",ENBR,BGO,KL,KL1190,S,2020-01-20T15:25:00Z,D,AMS,NA,E28,D,2020-01-20T15:22:00Z,9062998,1,NA,-3
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY170,D,2020-01-20T15:35:00Z,D,TRD,NA,B18,D,2020-01-20T15:44:00Z,9062641,1,NA,9
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY635,D,2020-01-20T15:40:00Z,D,OSL,NA,B19,D,2020-01-20T15:40:00Z,9062877,1,NA,0
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK4175,D,2020-01-20T15:50:00Z,D,SVG,NA,B20,D,2020-01-20T15:52:00Z,9063417,1,NA,2
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF398,I,2020-01-20T15:55:00Z,D,ABZ,NA,F25,D,2020-01-20T16:03:00Z,9063863,1,NA,8
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF576,D,2020-01-20T16:00:00Z,D,KSU,NA,D32,D,2020-01-20T16:05:00Z,9063973,1,NA,5
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY138,D,2020-01-20T16:10:00Z,D,SVG,NA,B18,D,2020-01-20T16:07:00Z,9062619,1,NA,-3
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK284,D,2020-01-20T16:20:00Z,D,OSL,NA,B17,D,2020-01-20T16:23:00Z,9063213,1,NA,3
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY641,D,2020-01-20T16:25:00Z,D,OSL,NA,B19,D,2020-01-20T16:12:00Z,9062881,1,NA,-13
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK2869,S,2020-01-20T16:50:00Z,D,CPH,NA,E27,D,2020-01-20T16:49:00Z,9063221,1,NA,-1
"Bergen lufthavn, Flesland",ENBR,BGO,SK,SK286,D,2020-01-20T17:05:00Z,D,OSL,NA,B20,D,2020-01-20T16:58:00Z,9063215,1,NA,-7
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY1318,I,2020-01-20T17:10:00Z,D,LGW,NA,F24,D,2020-01-20T17:01:00Z,9062603,1,NA,-9
"Bergen lufthavn, Flesland",ENBR,BGO,DY,DY645,D,2020-01-20T17:40:00Z,D,OSL,NA,B18,D,2020-01-20T17:28:00Z,9062883,1,NA,-12
"Bergen lufthavn, Flesland",ENBR,BGO,WF,WF458,D,2020-01-20T17:45:00Z,D,AES,NA,B13,D,2020-01-20T17:55:00Z,9063901,1,NA,10
Oslo lufthavn,ENGM,OSL,DY,DY1494,S,2020-01-19T06:40:00Z,D,CDG,NA,E8,D,2020-01-19T06:34:00Z,9060323,1,3,-6
Oslo lufthavn,ENGM,OSL,DY,DY932,S,2020-01-19T07:00:00Z,D,CPH,NA,D6,D,2020-01-19T07:01:00Z,9060642,1,3,1
Oslo lufthavn,ENGM,OSL,DY,DY1872,S,2020-01-19T07:30:00Z,D,FCO,NA,D8,D,2020-01-19T07:24:00Z,9060357,1,3,-6
Oslo lufthavn,ENGM,OSL,DY,DY1816,S,2020-01-19T08:50:00Z,D,LPA,NA,D9,D,2020-01-19T08:51:00Z,9060351,1,3,1
Oslo lufthavn,ENGM,OSL,SK,SK907,I,2020-01-19T09:00:00Z,D,EWR,NA,F18,D,2020-01-19T08:48:00Z,9061109,1,7,-12
Oslo lufthavn,ENGM,OSL,DY,DY1072,S,2020-01-19T09:00:00Z,D,RIX,NA,D11,D,2020-01-19T09:09:00Z,9060285,1,3,9
Oslo lufthavn,ENGM,OSL,DY,DY938,S,2020-01-19T10:10:00Z,D,CPH,NA,E13,D,2020-01-19T10:11:00Z,9060646,1,3,1
Oslo lufthavn,ENGM,OSL,DY,DY1104,S,2020-01-19T10:10:00Z,D,SXF,NA,D4,D,2020-01-19T10:12:00Z,9060293,1,3,2
Oslo lufthavn,ENGM,OSL,DY,DY940,S,2020-01-19T11:45:00Z,D,CPH,NA,E11,D,2020-01-19T12:08:00Z,9060648,1,3,23
Oslo lufthavn,ENGM,OSL,WF,WF153,D,2020-01-19T14:00:00Z,D,OSL,"SDN,SOG",A27,D,2020-01-19T14:13:00Z,9061196,1,6 8,13
Oslo lufthavn,ENGM,OSL,SK,SK4424,D,2020-01-19T15:05:00Z,D,TOS,NA,A12,D,2020-01-19T15:09:00Z,9060982,1,6 8,4
Oslo lufthavn,ENGM,OSL,SK,SK811,I,2020-01-19T15:05:00Z,D,LHR,NA,F15,D,2020-01-19T15:02:00Z,9061094,1,6 8,-3
Oslo lufthavn,ENGM,OSL,DY,DY382,D,2020-01-19T15:10:00Z,D,TOS,NA,A20,D,2020-01-19T15:04:00Z,9060441,1,3,-6
Oslo lufthavn,ENGM,OSL,DY,DY764,D,2020-01-19T15:15:00Z,D,TRD,NA,C7,D,2020-01-19T16:11:00Z,9060614,1,3,56
Oslo lufthavn,ENGM,OSL,DY,DY948,S,2020-01-19T15:25:00Z,D,CPH,NA,E9,D,2020-01-19T15:20:00Z,9060652,1,3,-5
Oslo lufthavn,ENGM,OSL,WF,WF155,D,2020-01-19T15:30:00Z,D,BGO,SOG,A26,D,2020-01-19T15:32:00Z,9061202,1,6 8,2
Oslo lufthavn,ENGM,OSL,DY,DY350,D,2020-01-19T15:30:00Z,D,BOO,NA,B5,D,2020-01-19T15:25:00Z,9060415,1,3,-5
Oslo lufthavn,ENGM,OSL,SK,SK4430,D,2020-01-19T15:30:00Z,D,TOS,NA,A6,D,2020-01-19T15:29:00Z,9060990,1,6 8,-1
Oslo lufthavn,ENGM,OSL,SK,SK4122,D,2020-01-19T15:35:00Z,D,BOO,NA,B2,D,2020-01-19T15:33:00Z,9060934,1,6 8,-2
Oslo lufthavn,ENGM,OSL,WF,WF195,D,2020-01-19T15:40:00Z,D,BGO,FDE,A23,D,2020-01-19T15:40:00Z,9061244,1,6 8,0
Oslo lufthavn,ENGM,OSL,SK,SK4478,D,2020-01-19T15:55:00Z,D,KKN,NA,C1,D,2020-01-19T16:00:00Z,9052865,1,6 8,5
Oslo lufthavn,ENGM,OSL,DY,DY366,D,2020-01-19T15:55:00Z,D,EVE,NA,A14,D,2020-01-19T16:02:00Z,9060427,1,3,7
Oslo lufthavn,ENGM,OSL,DY,DY1498,S,2020-01-19T15:55:00Z,D,CDG,NA,D4,D,2020-01-19T16:54:00Z,9060325,1,3,59
Oslo lufthavn,ENGM,OSL,DY,DY1108,S,2020-01-19T16:00:00Z,D,SXF,NA,D2,D,2020-01-19T16:20:00Z,9060295,1,3,20
Oslo lufthavn,ENGM,OSL,SK,SK1484,S,2020-01-19T16:10:00Z,D,ARN,NA,D3,D,2020-01-19T16:37:00Z,9060763,1,6 8,27
Oslo lufthavn,ENGM,OSL,SK,SK281,D,2020-01-19T16:10:00Z,D,BGO,NA,A4,D,2020-01-19T16:03:00Z,9060824,1,6 8,-7
Oslo lufthavn,ENGM,OSL,DY,DY276,D,2020-01-19T16:15:00Z,D,KRS,NA,A20,D,2020-01-19T16:05:00Z,9060377,1,3,-10
Oslo lufthavn,ENGM,OSL,WF,WF336,S,2020-01-19T16:15:00Z,D,GOT,NA,E11,D,2020-01-19T16:15:00Z,9061268,1,6 8,0
Oslo lufthavn,ENGM,OSL,DY,DY766,D,2020-01-19T16:20:00Z,D,TRD,NA,C6,D,2020-01-19T16:46:00Z,9060618,1,3,26
Oslo lufthavn,ENGM,OSL,SK,SK4045,D,2020-01-19T16:20:00Z,D,SVG,NA,B1,D,2020-01-19T16:20:00Z,8997232,1,6 8,0
Oslo lufthavn,ENGM,OSL,SK,SK368,D,2020-01-19T16:30:00Z,D,TRD,NA,C5,D,2020-01-19T16:29:00Z,9060884,1,6 8,-1
Oslo lufthavn,ENGM,OSL,DY,DY336,D,2020-01-19T16:30:00Z,D,BDU,NA,A2,D,2020-01-19T16:31:00Z,9060403,1,3,1
Oslo lufthavn,ENGM,OSL,DY,DY626,D,2020-01-19T16:30:00Z,D,BGO,NA,B2,D,2020-01-19T16:41:00Z,9060555,1,3,11
Oslo lufthavn,ENGM,OSL,WF,WF177,D,2020-01-19T16:30:00Z,D,FRO,HOV,A26,D,2020-01-19T16:27:00Z,9061224,1,6 8,-3
Oslo lufthavn,ENGM,OSL,SK,SK1921,S,2020-01-19T16:35:00Z,D,AAL,NA,E9,D,2020-01-19T17:15:00Z,9060779,1,6 8,40
Oslo lufthavn,ENGM,OSL,DY,DY7001,I,2020-01-19T16:45:00Z,D,JFK,NA,F18,D,2020-01-19T17:43:00Z,9060583,1,3,58
Oslo lufthavn,ENGM,OSL,SK,SK283,D,2020-01-19T16:45:00Z,D,BGO,NA,A15,D,2020-01-19T16:45:00Z,9060826,1,6 8,0
Oslo lufthavn,ENGM,OSL,SK,SK4432,D,2020-01-19T16:45:00Z,D,TOS,NA,A6,D,2020-01-19T16:53:00Z,9060994,1,6 8,8
Oslo lufthavn,ENGM,OSL,SK,SK1477,S,2020-01-19T16:50:00Z,D,CPH,NA,D7,D,2020-01-19T16:53:00Z,9060761,1,6 8,3
Oslo lufthavn,ENGM,OSL,SK,SK4124,D,2020-01-19T16:55:00Z,D,BOO,NA,A19,D,2020-01-19T16:59:00Z,9060938,1,6 8,4
Oslo lufthavn,ENGM,OSL,DY,DY768,D,2020-01-19T17:00:00Z,D,TRD,NA,A21,D,2020-01-19T17:00:00Z,9060622,1,3,0
Oslo lufthavn,ENGM,OSL,KL,KL1150,S,2020-01-19T17:00:00Z,D,AMS,NA,E2,D,2020-01-19T16:56:00Z,9060684,1,8,-4
Oslo lufthavn,ENGM,OSL,DY,DY824,S,2020-01-19T17:00:00Z,D,ARN,NA,E13,D,2020-01-19T17:18:00Z,9060638,1,3,18
Oslo lufthavn,ENGM,OSL,DY,DY546,D,2020-01-19T17:00:00Z,D,SVG,NA,A14,D,2020-01-19T16:52:00Z,9060517,1,3,-8
Oslo lufthavn,ENGM,OSL,DY,DY632,D,2020-01-19T17:00:00Z,D,BGO,NA,A20,D,2020-01-19T16:56:00Z,9060563,1,3,-4
Oslo lufthavn,ENGM,OSL,SK,SK1330,D,2020-01-19T17:00:00Z,D,AES,NA,A10,D,2020-01-19T16:59:00Z,9060755,1,6 8,-1
Oslo lufthavn,ENGM,OSL,DY,DY1042,S,2020-01-19T17:05:00Z,D,KRK,NA,D2,D,2020-01-19T17:04:00Z,9060279,1,3,-1
Oslo lufthavn,ENGM,OSL,SK,SK221,D,2020-01-19T17:10:00Z,D,KRS,NA,A12,D,2020-01-19T17:07:00Z,9092960,1,NA,-3
Oslo lufthavn,ENGM,OSL,DY,DY4124,S,2020-01-19T17:10:00Z,D,ARN,NA,E11,D,2020-01-19T17:06:00Z,9060468,1,3,-4
Oslo lufthavn,ENGM,OSL,WF,WF058,D,2020-01-19T17:30:00Z,D,RRS,NA,A25,D,2020-01-19T17:27:00Z,9061170,1,6 8,-3
Oslo lufthavn,ENGM,OSL,SK,SK287,D,2020-01-19T17:35:00Z,D,BGO,NA,A4,D,2020-01-19T17:29:00Z,9060836,1,6 8,-6
Oslo lufthavn,ENGM,OSL,SK,SK4047,D,2020-01-19T17:40:00Z,D,SVG,NA,B3,D,2020-01-19T17:35:00Z,9060914,1,6 8,-5
Oslo lufthavn,ENGM,OSL,SK,SK4528,D,2020-01-19T17:45:00Z,D,MOL,NA,A6,D,2020-01-19T17:48:00Z,9061022,1,6 8,3
Oslo lufthavn,ENGM,OSL,DY,DY328,D,2020-01-19T17:45:00Z,D,ALF,TOS,A15,D,2020-01-19T17:47:00Z,9060391,1,3,2
Oslo lufthavn,ENGM,OSL,DY,DY636,D,2020-01-19T17:50:00Z,D,BGO,NA,A20,D,2020-01-19T18:22:00Z,9060571,1,3,32
Oslo lufthavn,ENGM,OSL,DY,DY550,D,2020-01-19T17:55:00Z,D,SVG,NA,A8,D,2020-01-19T17:56:00Z,9060525,1,3,1
Oslo lufthavn,ENGM,OSL,DY,DY7251,I,2020-01-19T18:00:00Z,D,KBV,NA,F16,D,2020-01-19T18:06:00Z,9060585,1,3,6
Oslo lufthavn,ENGM,OSL,SK,SK4434,D,2020-01-19T18:05:00Z,D,ALF,TOS,B1,D,2020-01-19T18:04:00Z,9094073,1,NA,-1
Oslo lufthavn,ENGM,OSL,SK,SK463,S,2020-01-19T18:05:00Z,D,CPH,NA,D1,D,2020-01-19T18:01:00Z,9061061,1,6 8,-4
Oslo lufthavn,ENGM,OSL,SK,SK223,D,2020-01-19T18:05:00Z,D,KRS,NA,A2,D,2020-01-19T18:15:00Z,9060789,1,6 8,10
Oslo lufthavn,ENGM,OSL,DY,DY548,D,2020-01-19T18:15:00Z,D,SVG,NA,C6,D,2020-01-19T18:19:00Z,9060521,1,3,4
Oslo lufthavn,ENGM,OSL,SK,SK815,I,2020-01-19T18:15:00Z,D,LHR,NA,F19,D,2020-01-19T18:12:00Z,9061096,1,6 8,-3
Oslo lufthavn,ENGM,OSL,DY,DY770,D,2020-01-19T18:15:00Z,D,TRD,NA,A20,D,2020-01-19T18:56:00Z,9060624,1,3,41
Oslo lufthavn,ENGM,OSL,DY,DY368,D,2020-01-19T18:15:00Z,D,EVE,NA,B4,D,2020-01-19T18:23:00Z,9060429,1,3,8
Oslo lufthavn,ENGM,OSL,SK,SK291,D,2020-01-19T18:20:00Z,D,BGO,NA,A12,D,2020-01-19T18:19:00Z,9060846,1,6 8,-1
Oslo lufthavn,ENGM,OSL,DY,DY998,S,2020-01-19T18:20:00Z,D,BLL,NA,D7,D,2020-01-19T18:15:00Z,9060654,1,3,-5
Oslo lufthavn,ENGM,OSL,SK,SK4055,D,2020-01-19T18:25:00Z,D,SVG,NA,A4,D,2020-01-19T18:37:00Z,9060918,1,6 8,12
Oslo lufthavn,ENGM,OSL,SK,SK4098,D,2020-01-19T18:25:00Z,D,EVE,NA,A10,D,2020-01-19T18:26:00Z,9060928,1,6 8,1
Oslo lufthavn,ENGM,OSL,WF,WF157,D,2020-01-19T18:30:00Z,D,SDN,SOG,A23,D,2020-01-19T18:24:00Z,9061210,1,6 8,-6
Oslo lufthavn,ENGM,OSL,SK,SK492,S,2020-01-19T18:35:00Z,D,ARN,NA,D3,D,2020-01-19T18:31:00Z,9061074,1,6 8,-4
Oslo lufthavn,ENGM,OSL,SK,SK1927,S,2020-01-19T18:40:00Z,D,AAR,NA,D9,D,2020-01-19T18:34:00Z,9060782,1,6 8,-6
